id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
986,Danny Ings,29,1916,7,6.8466622196137905,6,1.4444686193019152,49,15,4,0,F S,Aston Villa,6,6.085493382066488,7.999433903023601,2.1089938059449196
5220,Kai Havertz,28,1739,7,9.365674655884504,3,2.489207612350583,51,19,3,0,F M S,Chelsea,7,9.365674655884504,15.675979886204004,4.515232276171446
5786,Yoane Wissa,29,1140,7,3.2363185891881585,0,0.538046233355999,29,7,0,0,F M S,Brentford,7,3.2363185891881585,4.191272934898734,1.748505943454802
7700,Che Adams,29,2012,7,8.19041708111763,3,2.8459400180727243,48,25,0,0,F M S,Southampton,7,8.19041708111763,10.202082507312298,1.4006275553256273
8720,Jack Harrison,34,2570,7,5.050174405798316,1,3.448970664292574,40,42,3,0,F M S,Leeds,7,5.050174405798316,9.047317460179329,4.315698942169547
314,Ilkay Gündogan,26,1833,6,8.247846961021423,4,4.720961081795394,52,37,1,0,M S,Manchester City,6,8.247846961021423,19.872517578303814,8.718044254928827
468,Callum Wilson,17,1311,6,5.672035542316735,0,0.5048654396086931,31,9,4,0,F S,Newcastle United,5,4.910866682417691,4.429343732073903,0.6320266528055072
1389,Jorginho,29,2285,6,5.913261387497187,2,2.8927323017269373,16,27,5,0,M S,Chelsea,0,0.5850795023143291,16.2018467746675,15.193449821323156
2335,Pablo Fornals,35,2722,6,5.127220379188657,3,5.900949541479349,43,46,4,0,F M S,West Ham,6,5.127220379188657,17.54688398167491,8.292441008612514
2381,Rodrigo,30,2190,6,5.2890941593796015,1,3.544658750295639,47,37,9,0,F M S,Leeds,5,4.527925299480557,10.369678694754839,3.5588289853185415
2496,Rodri,32,2811,6,2.6101451441645622,2,1.4577737227082253,42,26,5,0,M,Manchester City,6,2.6101451441645622,25.147417046129704,22.95165590196848
2517,Martin Odegaard,35,2713,6,4.000044092535973,4,6.313380083069205,50,70,4,0,M S,Arsenal,6,4.000044092535973,17.41894955560565,10.498412917368114
2662,Christian Pulisic,22,1276,6,6.095077715814114,2,1.2932883873581886,28,15,2,0,D F M S,Chelsea,6,6.095077715814114,8.857729310169816,2.1257928386330605
3697,Odsonne Edouard,27,1499,6,6.533585656434298,4,2.1151919793337584,40,20,3,0,F M S,Crystal Palace,5,5.7724167592823505,10.147728610783815,2.6026963628828526
4105,Raúl Jiménez,33,2561,6,7.07138127181679,3,2.818504272028804,57,36,5,2,F M S,Wolverhampton Wanderers,5,6.310212434269488,11.575517795979977,3.91928453091532
5556,Ademola Lookman,25,1457,6,4.781364368274808,0,1.8123618848621845,26,23,2,0,F M S,Leicester,6,4.781364368274808,10.433894969522953,4.6649282947182655
5956,Youri Tielemans,31,2548,6,4.224763482809067,4,4.306583674624562,58,37,3,0,M S,Leicester,4,2.702425740659237,13.497194770723581,7.784784888848662
6681,Harvey Barnes,31,2031,6,6.151662597432733,9,3.832257553935051,64,27,2,0,F M S,Leicester,6,6.151662597432733,11.845707884058356,3.7295231074094772
8384,Armando Broja,32,1986,6,5.8937302101403475,0,1.4606568217277527,45,10,2,0,F S,Southampton,6,5.8937302101403475,8.278901407495141,2.0138739021494985
8941,Jacob Ramsey,33,2407,6,3.822880994528532,1,2.036960224620998,34,21,6,0,F M S,Aston Villa,6,3.822880994528532,11.186520819552243,6.273743255063891
101,Allan Saint-Maximin,34,2748,5,5.3990582767874,4,4.649367516860366,63,48,5,0,F M S,Newcastle United,5,5.3990582767874,13.501496158540249,3.898579236585647
465,Joshua King,31,2175,5,8.284283723682165,3,3.9450604636222124,49,34,5,0,F M S,Watford,4,7.523114915937185,11.795769101940095,2.4824991365894675
482,Roberto Firmino,19,964,5,5.185094505548477,3,1.695218639448285,29,14,3,0,F S,Liverpool,5,5.185094505548477,11.263076696544886,5.513498682528734
501,Danny Welbeck,24,1374,5,7.501149397343397,0,0.6259737047366798,39,14,0,0,F M S,Brighton,5,7.501149397343397,10.239346351008862,2.5765668535605073
535,Manuel Lanzini,29,1718,5,3.375076437368989,3,2.5940793622285128,16,23,2,0,M S,West Ham,2,1.0915699042379856,8.129730243235826,7.20473900437355
762,Demarai Gray,33,2276,5,4.201316025108099,4,4.42934506945312,62,42,3,0,F M S,Everton,5,4.201316025108099,10.25001966394484,3.400388240814209
3420,Fabinho,29,2320,5,5.033521069213748,1,1.2622061632573605,21,17,7,0,M S,Liverpool,3,3.5111833792179823,10.56733482517302,9.501622328534722
4456,Chris Wood,33,2721,5,8.213469859212637,0,1.3659997982904315,51,19,1,0,F S,"Burnley,Newcastle United",4,7.452301021665335,8.77230853959918,2.9237893614917994
5555,Dominic Calvert-Lewin,16,1207,5,6.202484052628279,1,0.724772110581398,32,8,2,0,F S,Everton,3,3.9190143309533596,4.8983990252017975,1.1879784800112247
5675,Ismaila Sarr,22,1872,5,4.251837534829974,2,2.9239769615232944,39,21,2,0,F M S,Watford,5,3.490668697282672,7.5956596452742815,2.060204013250768
5735,Jean-Philippe Mateta,22,1153,5,5.8469699919223785,1,0.7184609286487103,37,7,2,0,F S,Crystal Palace,5,5.8469699919223785,6.872573535889387,2.1351874209940434
6954,Juan Camilo Hernández,24,1107,5,2.664222000166774,2,1.699853972531855,33,20,3,0,F M S,Watford,5,2.664222000166774,4.761351848952472,1.8195049250498414
7490,Mason Greenwood,18,1305,5,4.4807307831943035,1,1.329086773097515,48,17,1,0,F M S,Manchester United,5,4.4807307831943035,6.188843723386526,1.746659392490983
7752,Gabriel Martinelli,28,1787,5,6.65066453255713,5,3.467126440256834,47,31,1,1,F M S,Arsenal,5,6.65066453255713,9.79873725399375,2.397996811196208
8067,Reece James,25,1776,5,2.5434880815446377,8,6.361908309161663,37,45,4,1,D M S,Chelsea,5,2.5434880815446377,14.728844871744514,10.796840198338032
8288,Tomas Soucek,34,2972,5,5.452485274523497,1,2.167179636657238,43,21,2,0,M S,West Ham,5,5.452485274523497,9.494350206106901,5.3822509199380875
8327,Bruno Guimarães,16,941,5,4.057384853251278,1,1.7428600480780005,21,12,4,0,M S,Newcastle United,5,4.057384853251278,5.280597696080804,2.5851144157350063
8379,Alexis Mac Allister,32,2012,5,6.82213915232569,2,1.9687977684661746,59,28,4,0,F M S,Brighton,3,4.538632654584944,10.057535041123629,5.720503196120262
8845,Hee-Chan Hwang,29,1735,5,3.828960764221847,1,1.6057071471586823,24,15,2,0,F M S,Wolverhampton Wanderers,5,3.828960764221847,8.07804443128407,3.5777554009109735
9738,Patson Daka,23,1164,5,5.109794383868575,3,1.8195263147354126,26,13,2,0,F S,Leicester,5,5.109794383868575,7.503917813301086,2.162383816204965
65,Timo Werner,21,1291,4,6.166445337235928,1,0.3183773960918188,45,8,1,0,F M S,Chelsea,4,6.166445337235928,9.693839389830828,3.6192978844046593
87,Joelinton,34,2544,4,3.8162801675498486,1,1.880340002477169,45,29,8,0,F M S,Newcastle United,4,3.8162801675498486,6.516403349116445,2.5585671132430434
318,Pierre-Emerick Aubameyang,14,1047,4,6.893220115453005,1,0.8014161214232445,34,9,3,0,F S,Arsenal,4,5.370882365852594,5.4393598940223455,0.963660548441112
488,Philippe Coutinho,18,1289,4,3.2661321936175227,3,2.845977713353932,41,24,0,0,F M S,Aston Villa,4,3.2661321936175227,8.681098929606378,4.497149965725839
556,Marcus Rashford,25,1229,4,2.820377178490162,2,2.4275266602635384,22,9,2,0,F M S,Manchester United,4,2.820377178490162,6.920496237464249,1.9814567910507321
606,Christian Benteke,25,1112,4,4.719367414712906,1,1.665178306400776,38,14,3,0,F S,Crystal Palace,4,4.719367414712906,6.597355835139751,1.3307107398286462
620,Kelechi Iheanacho,26,1236,4,3.6333334799855947,5,2.709091203287244,31,17,1,0,F S,Leicester,4,3.6333334799855947,7.717558667063713,1.7873293738812208
757,Jeffrey Schlupp,31,1746,4,3.503718053922057,1,1.953117996454239,31,17,1,0,F M S,Crystal Palace,4,3.503718053922057,6.873649697750807,2.8839059472084045
1621,Marcos Alonso,28,2185,4,3.4942619670182467,4,5.042935017496347,43,44,8,0,D M S,Chelsea,4,3.4942619670182467,13.581606924533844,9.749325513839722
2203,Emiliano Buendía,34,1817,4,3.053930699825287,6,4.65300552919507,44,47,1,0,F M S,Aston Villa,4,3.053930699825287,10.513431088998914,5.258162213489413
2498,Aymeric Laporte,32,2758,4,4.386686203069985,0,0.6116267275065184,34,9,5,1,D,Manchester City,4,4.386686203069985,17.69687256589532,17.279991885647178
3277,Alexandre Lacazette,29,1780,4,7.454817095771432,7,3.2550123035907745,44,29,0,0,F M S,Arsenal,2,5.17131052352488,8.97893326729536,3.0975797437131405
5595,Daniel James,34,2516,4,7.710608310997486,4,4.2782022804021835,54,27,7,1,F M S,"Leeds,Manchester United",4,7.710608310997486,12.308400500565767,1.3779366295784712
5613,Gabriel,34,2985,4,3.122103787958622,0,0.24852201994508505,28,8,6,1,D,Arsenal,4,3.122103787958622,11.24726287741214,10.85544376540929
6042,Jan Bednarek,31,2637,4,2.792329527437687,0,0.3658812139183283,19,6,10,0,D S,Southampton,4,2.792329527437687,6.62177206762135,6.355031894519925
6482,Eddie Nketiah,20,733,4,4.3538130559027195,1,1.5054699927568436,25,11,3,0,F S,Arsenal,4,4.3538130559027195,7.328064251691103,2.144967356696725
6552,Bryan Mbeumo,34,2844,4,9.45583613961935,7,3.870951171964407,74,33,4,0,F M S,Brentford,3,8.694667272269726,17.351228976622224,6.478674981743097
6817,Fred,27,1962,4,1.0861357701942325,4,2.2861080579459667,14,27,5,0,M S,Manchester United,4,1.0861357701942325,8.247488303110003,5.796061209402978
6851,Conor Coady,37,3279,4,2.326475089415908,0,0.07832194026559591,12,3,4,0,D,Wolverhampton Wanderers,4,2.326475089415908,5.313906924799085,5.287557749077678
6853,Rúben Neves,32,2584,4,1.1209038719534874,2,2.170767532661557,42,23,9,0,M S,Wolverhampton Wanderers,4,1.1209038719534874,7.708270074799657,6.047516990453005
6894,Mohamed Elyounoussi,29,1976,4,6.580140743404627,2,2.0669486708939075,43,25,4,0,F M S,Southampton,4,6.580140743404627,8.783888654783368,2.905015926808119
8150,Anthony Gordon,34,2268,4,3.460314018651843,2,3.7609991561621428,44,35,4,0,D F M S,Everton,4,3.460314018651843,7.674532292410731,2.715283407829702
8992,Hakim Ziyech,22,1214,4,2.979537909850478,3,3.6699896082282066,50,28,3,0,F M S,Chelsea,4,2.979537909850478,9.57777889445424,4.815584771335125
9680,Vitaly Janelt,30,2238,4,2.9463862916454673,0,1.8168038874864578,29,23,3,0,D M S,Brentford,4,2.9463862916454673,7.294937337748706,3.164228545501828
10408,Luis Díaz,12,872,4,3.8740488421171904,3,2.059608426876366,35,17,0,0,F S,Liverpool,4,3.8740488421171904,7.727672316133976,2.734684195369482
332,Joel Matip,30,2700,3,2.639138069935143,2,1.112356025725603,31,10,1,0,D,Liverpool,3,2.639138069935143,14.667455397546291,13.266939133405685
484,Divock Origi,7,104,3,1.6754611507058144,0,0,10,0,0,0,S,Liverpool,3,1.6754611507058144,1.5213006287813187,0.3876812756061554
672,Jordan Ayew,31,2036,3,4.29038854688406,3,3.0359318535774946,35,23,2,0,F M S,Crystal Palace,3,4.29038854688406,9.338773401454091,3.073912402614951
675,Jack Grealish,26,1929,3,5.532431211322546,3,5.456199732609093,44,52,3,0,F M S,Manchester City,3,5.532431211322546,18.39808315783739,9.633638110011816
775,Andros Townsend,21,1463,3,2.262586422264576,2,2.849117286503315,21,31,3,0,D F M S,Everton,2,1.5014175921678543,5.317552261054516,2.756821012124419
782,Ben Chilwell,6,540,3,1.298326052725315,1,0.8330149557441473,13,10,0,0,D M,Chelsea,3,1.298326052725315,3.937902458012104,2.8827292025089264
833,Virgil van Dijk,34,3060,3,2.1695875264704227,1,1.5573339480906725,35,9,3,0,D,Liverpool,3,2.1695875264704227,16.267564265057445,16.187632523477077
1653,Michael Keane,31,2709,3,1.2030845796689391,2,1.3396282345056534,19,8,2,1,D S,Everton,3,1.2030845796689391,3.2356548830866814,2.6362133007496595
1654,Ben Mee,21,1839,3,2.5610949099063873,0,1.2749733906239271,19,5,3,0,D,Burnley,3,2.5610949099063873,2.5686994064599276,2.4799908893182874
1801,Pontus Jansson,36,3235,3,4.593423018231988,1,0.5605825018137693,22,5,7,0,D,Brentford,3,4.593423018231988,5.233543008565903,3.731936037540436
1822,Antonio Rüdiger,33,2970,3,2.675494329072535,0,0.7367033679038286,48,12,9,0,D,Chelsea,3,2.675494329072535,17.327926179394126,16.520274363458157
2163,Diego Llorente,27,2261,3,1.9779200851917267,0,0.04781206510961056,10,2,7,0,D,Leeds,3,1.9779200851917267,2.1057816594839096,2.1057816594839096
3288,Thiago Silva,31,2548,3,1.0737613961100578,0,0.25394377671182156,18,7,2,0,D S,Chelsea,3,1.0737613961100578,17.392551102209836,17.193795368541032
5247,Naby Keita,22,1106,3,2.057600213214755,1,1.7124084569513798,25,14,3,0,M S,Liverpool,3,2.057600213214755,7.600397154688835,5.404159836471081
6345,Jadon Sancho,29,1891,3,4.233040288090706,3,4.078670060262084,26,42,0,0,F M S,Manchester United,3,4.233040288090706,12.360888943076134,5.444502018392086
6615,Trevoh Chalobah,20,1459,3,1.177585544064641,1,0.2659642845392227,9,4,2,0,D M S,Chelsea,3,1.177585544064641,7.6829264760017395,7.431490391492844
6691,Dejan Kulusevski,17,1207,3,1.9989446513354778,8,3.9860409256070852,23,23,3,0,F M S,Tottenham,3,1.9989446513354778,10.703642260283232,6.903226189315319
7083,Christian Nørgaard,35,3068,3,4.96903985273093,4,4.047768879681826,27,29,8,0,M,Brentford,3,4.96903985273093,13.346251248382032,7.895425523631275
7723,John McGinn,34,3009,3,1.8280727434903383,4,5.3592440420761704,43,53,8,0,M,Aston Villa,3,1.8280727434903383,12.84035880677402,8.202694291248918
8239,Takumi Minamino,11,162,3,1.7633523494005203,0,0.5603138357400894,7,2,1,0,F S,Liverpool,3,1.7633523494005203,2.637493908405304,0.3138277530670166
8272,João Pedro,27,1529,3,4.301332958042622,1,2.097435846924782,46,18,1,0,F M S,Watford,3,4.301332958042622,8.909479497931898,3.965722531080246
8300,Steven Bergwijn,24,502,3,3.3351891711354256,1,0.8519990518689156,19,7,1,0,F M S,Tottenham,3,3.3351891711354256,4.768475852906704,0.8405307289212942
8864,Matthew Cash,37,3296,3,2.4231264339759946,3,2.9023145139217377,36,28,8,0,D M,Aston Villa,3,2.4231264339759946,10.948537776246667,7.563899600878358
9679,Rico Henry,33,2731,3,1.8999358667060733,0,1.8724432196468115,14,18,2,0,D M S,Brentford,3,1.8999358667060733,8.965089973062277,6.138794570229948
76,Fabian Schär,25,2167,2,0.8395389299839735,2,1.4792817011475563,20,9,4,0,D,Newcastle United,2,0.8395389299839735,3.3704138807952404,2.830272039398551
343,Pierre-Emile Højbjerg,35,3112,2,2.505684365518391,2,2.303524611517787,30,23,3,0,M,Tottenham,2,2.505684365518391,22.054730661213398,18.293338425457478
500,Alex Iwobi,27,1951,2,2.4030408412218094,2,2.96403519064188,24,35,1,0,D M S,Everton,2,2.4030408412218094,8.39728150330484,4.15666913241148
534,Aaron Cresswell,30,2644,2,0.8389966022223234,3,3.670589474029839,16,31,3,0,D,West Ham,2,0.8389966022223234,10.376058311201632,9.50721357576549
558,Jesse Lingard,16,338,2,0.7739869467914104,0,0.45763893984258175,8,8,1,0,M S,Manchester United,2,0.7739869467914104,1.5397444572299719,0.4106096997857094
579,Nathan Aké,14,920,2,1.3034931290894747,0,0.617275595664978,5,2,0,0,D S,Manchester City,2,1.3034931290894747,4.634196715429425,4.634196715429425
593,Aaron Lennon,27,1526,2,1.0376685224473476,0,0.4255144568160176,12,9,2,0,F M S,Burnley,2,1.0376685224473476,2.492904130369425,1.307701083831489
605,Jordan Henderson,34,2526,2,1.3726860266178846,5,4.131683165207505,31,36,3,0,M S,Liverpool,2,1.3726860266178846,18.297922555357218,14.83205747231841
614,Fernandinho,18,894,2,1.542530208826065,1,1.3410828541964293,17,10,1,0,D M S,Manchester City,2,1.542530208826065,6.291464615613222,5.750091925263405
652,Kieran Trippier,5,344,2,0.22613447904586792,0,0.23517490178346634,2,7,0,0,D S,Newcastle United,2,0.22613447904586792,0.43331777304410934,0.4157572463154793
751,N&#039;Golo Kanté,25,1697,2,1.7649729195982218,4,2.1360772168263793,17,22,2,0,M S,Chelsea,2,1.7649729195982218,11.529992874711752,7.919065211899579
769,Jonjo Shelvey,24,1987,2,0.8790798000991344,1,1.0608123801648617,30,16,5,1,M S,Newcastle United,2,0.8790798000991344,3.950462205335498,2.9192373221740127
772,Moussa Sissoko,35,3132,2,4.133855568245053,1,2.6050240071490407,24,36,5,0,M,Watford,2,4.133855568245053,8.364902092143893,3.7102837190032005
804,Craig Dawson,33,2670,2,2.942394930869341,2,1.042937383055687,25,5,5,1,D S,West Ham,2,2.942394930869341,5.0172340692952275,4.9213647516444325
822,Patrick Bamford,9,558,2,2.9974222853779793,2,1.0315346205607057,20,5,2,0,F S,Leeds,2,2.9974222853779793,3.715275203809142,0.4154012054204941
842,Oriol Romeu,35,2815,2,1.5032136281952262,2,3.0380785278975964,24,37,8,0,M S,Southampton,2,1.5032136281952262,10.534276839345694,8.253744119778275
844,Jay Rodriguez,29,1356,2,4.855188375338912,2,1.9018796645104885,41,12,3,0,F M S,Burnley,2,4.855188375338912,5.3730355547741055,1.0446623675525188
966,Alex Oxlade-Chamberlain,17,783,2,1.1809543520212173,1,1.2662947922945023,21,10,0,0,F M S,Liverpool,2,1.1809543520212173,5.642992157489061,3.540129518136382
985,Mason Holgate,24,2047,2,1.660385251045227,1,0.10458622314035892,7,3,6,1,D M S,Everton,2,1.660385251045227,1.5720058949664235,1.520550579763949
1017,Matej Vydra,22,634,2,1.9705590568482876,3,0.7523251548409462,19,6,1,0,F S,Burnley,2,1.9705590568482876,2.7295809760689735,0.2564481068402529
1078,Sergi Canos,30,2111,2,3.434545408934355,2,2.166495032608509,32,17,6,0,D F M S,Brentford,2,3.434545408934355,6.899683196097612,2.1818063985556364
1683,Ryan Fraser,27,1476,2,2.8667202200740576,3,2.154739622026682,24,25,3,0,F M S,Newcastle United,2,2.8667202200740576,6.576195449568331,2.6878369823098183
1688,Andrew Robertson,28,2460,2,1.7356602605432272,10,6.197533655911684,17,55,5,1,D,Liverpool,2,1.7356602605432272,17.166753388941288,12.887895412743092
1726,Abdoulaye Doucouré,29,2504,2,2.653875428251922,4,2.4187434911727905,34,20,6,0,M S,Everton,2,2.653875428251922,8.230575228109956,3.8371879030019045
1791,Trent Alexander-Arnold,31,2766,2,2.0422475151717663,12,12.27568690571934,48,84,2,0,D,Liverpool,2,2.0422475151717663,20.356793969869614,11.516188904643059
2254,Mateo Kovacic,25,1541,2,1.6888311877846718,5,4.1181420888751745,22,27,4,0,M S,Chelsea,2,1.6888311877846718,12.851388551294804,9.873720191419125
2280,Jonny,12,930,2,0.8668939555063844,0,0.8339496329426765,10,10,1,0,D S,Wolverhampton Wanderers,2,0.8668939555063844,2.8200108911842108,1.7067659720778465
2328,Thomas Partey,24,2045,2,3.022722240537405,1,0.8679597564041615,44,16,6,0,M S,Arsenal,2,3.022722240537405,9.63908451423049,8.366634782403708
3293,Lucas Moura,33,1749,2,3.3637330923229456,5,4.607499711215496,37,32,4,0,F M S,Tottenham,2,3.3637330923229456,12.713162824511528,6.726248217746615
3294,Edinson Cavani,14,655,2,3.650192614644766,1,1.0954007217660546,17,5,0,0,F S,Manchester United,2,3.650192614644766,4.677340652793646,0.6423906339332461
3422,João Moutinho,34,2897,2,1.1245433427393436,1,2.734797403216362,20,38,4,0,M S,Wolverhampton Wanderers,2,1.1245433427393436,10.301101986318827,8.393330361694098
3491,Romain Saiss,31,2721,2,3.198773187585175,0,0.32126787677407265,18,7,6,0,D,Wolverhampton Wanderers,2,3.198773187585175,5.6407568491995335,5.4336167126894
4419,Adam Armstrong,22,1349,2,4.200223512947559,2,1.624623842537403,46,13,1,0,F S,Southampton,2,4.200223512947559,6.153798826038837,0.7304251324385405
6122,Douglas Luiz,33,2643,2,2.220370903611183,3,2.443070529960096,23,36,7,0,M S,Aston Villa,2,2.220370903611183,10.087679451331496,8.290491754189134
6249,Davinson Sánchez,22,1528,2,2.004247263073921,0,0.29199736565351486,13,5,4,0,D S,Tottenham,2,2.004247263073921,7.343478409573436,7.1162652634084225
6441,Ferrán Torres,4,308,2,2.512166380882263,1,0.021644435822963715,13,1,0,0,F,Manchester City,2,2.512166380882263,2.4304773956537247,1.177093531936407
6630,Joe Willock,29,2063,2,3.6774299759417772,0,1.1284043807536364,35,18,0,0,M S,Newcastle United,2,3.6774299759417772,7.496499555185437,3.557702364400029
6852,Matt Doherty,15,864,2,3.0913912020623684,4,2.0252627693116665,16,15,0,0,D M S,Tottenham,2,3.0913912020623684,7.882363393902779,4.257714971899986
6893,Stuart Armstrong,24,1366,2,2.761912815272808,0,1.597467727959156,38,24,1,0,F M S,Southampton,2,2.761912815272808,6.4143386743962765,3.3417598996311426
7052,Wout Weghorst,19,1420,2,4.718043787404895,3,1.8519037403166294,28,14,3,0,F S,Burnley,2,4.718043787404895,5.527003430761397,1.146125272847712
7187,Sergio Reguilón,25,1929,2,2.9716831743717194,3,3.530891317874193,21,28,4,0,D S,Tottenham,2,2.9716831743717194,9.459174590185285,4.919269068166614
7236,Leander Dendoncker,29,1851,2,2.21370698325336,2,0.9651262201368809,21,11,4,0,M S,Wolverhampton Wanderers,2,2.21370698325336,5.038437379524112,3.1770045422017574
7295,Joshua Sargent,26,1578,2,2.0713029727339745,1,0.5363336000591516,23,11,1,0,F M S,Norwich,2,2.0713029727339745,2.816050885245204,0.5686428751796484
7603,Marc Guehi,36,3227,2,2.491802920587361,1,1.2006495026871562,19,6,4,0,D,Crystal Palace,2,2.491802920587361,7.824273723177612,7.775642021559179
7699,Adam Webster,21,1329,2,1.3734299913048744,0,0.0369059294462204,6,1,5,0,D S,Brighton,2,1.3734299913048744,3.1693601943552494,3.1523430459201336
7726,Ezri Konsa Ngoyo,29,2494,2,1.206901450175792,0,0.2706998288631439,14,4,4,2,D,Aston Villa,2,1.206901450175792,4.5427931901067495,4.291602270677686
